TICKER,CNAME,PERMNO,IssuerNm,SCORE
SFR,"SCHAEFER, FIM",47562,SCHAEFER F & M CORP,0
SFR1,SANTA FE SYNDER,76122,SANTA FE SNYDER CORP,0
SFS,SUPER FD SVC,54471,SUPER FOOD SERVICES INC,0
SFS2,SEARCH FINL SRV,84653,SEARCH FINANCIAL SERVICES INC,1
SFSB,SUBURB FED FINCL,77386,SUBURBFED FINANCIAL CORP,0
SFSF,SUCCESSFACTORS,92451,SUCCESSFACTORS INC,0
SFSI,SUNWEST FINL NM,73577,SUNWEST FINANCIAL SERVICES INC,2
SFSK,SAFESKIN CP,79868,SAFESKIN CORP,0
SFSL,SECURITY FIRST,11937,SECURITY FIRST CORP,0
SFSW,STATE FINL SVCS,76443,STATE FINANCIAL SERVICES CORP,1
SFT,SWIFT INDPT CORP,64119,SWIFT INDEPENDENT CORP,0
SFT2,STRATESEC INC,85437,STRATESEC INC,0
SFTI,SOFTIMAGE INC,78772,SOFTIMAGE INC,0
SFTW,ENLIGHTEN SOFTWA,80477,ENLIGHTEN SOFTWARE SOLUTIONS INC,0
SFUN,SAIFUN SEMICONDU,90977,SAIFUN SEMICONDUCTORS LTD,0
SFUU,FANG HOLDINGS,12293,FANG HOLDINGS LTD,0
SFW1,INFINIUM SFTWARE,82614,INFINIUM SOFTWARE INC,0
SFWR,SOFTWARE ETC STO,77531,SOFTWARE ETC STORES INC,0
SFX,SANTA FE PACIFIC,66069,SANTA FE SOUTHN PAC CORP,1
SFXB,SFX BROADCASTING,79621,SFX BROADCASTING INC,0
SFXE,SFX ENTERTAIN,86002,S F X ENTERTAINMENT INC,0
SFXU,SFX ENTERTAINMEN,14261,S F X ENTERTAINMENT INC,0
SFY,SILVERBOW RSRCS,66739,SILVERBOW RESOURCES INC,0
SFZ,SCOTT & FETZER,46543,SCOTT & FETZER CO,0
SG,SCIENTIFIC LEASI,64485,SCIENTIFIC LEASING INC,0
SG2,"GOLDWYN, SAMUEL",77192,GOLDWYN SAMUEL CO,2
SGA,SAGA CORP,57947,SAGA CORP,0
SGA1,SAGA COMMNS,79033,SAGA COMMUNICATIONS INC,0
SGAI,ECOMETRY CORP,86585,ECOMETRY CORP,0
SGAS,STAR GROUP,82743,STAR GAS PARTNERS LP,1
SGAT,SEAGATE TECH,69607,SEAGATE TECHNOLOGY INC,0
SGB,SAFEGRD BUS SYS,61639,SAFEGUARD BUSINESS SYS INC,1
SGBF,SOUTHWEST GA,83831,SOUTHWEST GEORGIA FINANCIAL CORP,0
SGBK,STONEGATE BANK,14671,STONEGATE BANK,0
SGBS,SANGAMO,88195,SANGAMO BIOSCIENCES INC,0
SGC,SUPERIOR GRP,47861,SUPERIOR SURGICAL MFG INC,0
SGEN,SEAGEN,88949,SEAGEN INC,0
SGF,STHWSTN GP FINL,58691,SOUTHWESTERN GROUP FINL INC,1
SGFY,SIGNIFY HEALTH,20470,SIGNIFY HEALTH INC,0
SGG,SGL CARBON AG,83610,S G L CARBON AKTIENGESELLSCHAFT,0
SGH,STERLING HOUSE,82306,STERLING HSE CORP,0
SGHB,SAG HARBOR SVGS,11655,SAG HARBOR SVGS BK NY,0
SGHI,SILK GREENHOUSE,11939,SILK GREENHOUSE INC,0
SGHL,SENTIGEN HOLDING,76421,SENTIGEN HOLDING CORP,0
SGHS,ISHARES TRUST S,89233,ISHARES TRUST,0
SGHT,STARSIGHT TELEC,79419,STARSIGHT TELECAST INC,0
SGI,SLATTERY GROUP,18315,SLATTERY GROUP INC,0
SGI2,SILICON GAMING,83795,SILICON GAMING INC,0
SGIC,SILICON GRAPHICS,10791,SILICON GRAPHICS INC,0
SGIC,SILICON GRAPHICS,91506,SILICON GRAPHICS INC,0
SGIF,STRAT GBL INC,77302,STRATEGIC GLOBAL INCOME FUND INC,1
SGIH,SCIENTIFIC GAMES,79526,SCIENTIFIC GAMES HLDNG CORP,0
SGKA,TIENS BIOTECH,90656,TIENS BIOTECH GROUP USA INC,0
SGL,SUPERMKTS GEN,37065,SUPERMARKETS GENERAL CORP,0
SGLB,NEXTTRIP,16594,SIGMA ADDITIVE SOLUTIONS INC,1
SGLP,BLUEKNIGHT ENER,92206,BLUEKNIGHT ENERGY PARTNERS L P,0
SGM,SANTA FE GAMING,68567,SANTA FE GAMING CORP,0
SGM1,SIGMATRON INTL,80274,SIGMATRON INTERNATIONAL INC,0
SGMA,SIGMAFORM CORP,70552,SIGMAFORM CORP,0
SGMM,STONEGATE MORTGA,14230,STONEGATE MORTGAGE CORP,0
SGMO,SIGMOR CORP,70587,SIGMOR CORP,0
SGMT,SAGIMET BIO,24078,SAGIMET BIOSCIENCES INC,0
SGN,SIGNAL COS,36505,SIGNAL COMPANIES INC,0
SGNS,SIGNATURE INNS,84437,SIGNATURE INNS INC,0
SGNT,S WIND-UP CORP,86844,SAGENT TECHNOLOGY INC,1
SGO,OCEAN ENERGY INC,62690,OCEAN ENERGY INC NEW,0
SGOL,ST. HELENA GOLD,68583,SAINT HELENA GOLD MINES LTD,0
SGP,SCHERING-PLO,25013,SCHERING PLOUGH CORP,0
SGPH,SIGA TECH,85401,S I G A PHARMACEUTICALS INC,1
SGRY,SURGERY PARTNERS,15795,SURGERY PARTNERS INC,0
SGS,SIGNODE CP,25654,SIGNODE CORP,0
SGSF,SIGNALSOFT,88566,SIGNALSOFT CORP,0
SGSI,INTERSOLV INC,75528,INTERSOLV,0
SGTL,SIGMATEL INC,89835,SIGMATEL INC,0
SGTN,SOLIGEN TECH,80407,SOLIGEN TECHNOLOGIES INC,2
SGTX,SIGILON,20323,SIGILON THERAPEUTICS INC,0
SGVB,SGV BANCORP INC.,81746,S G V BANCORP INC,0
SGXP,SGX PHARMA,91101,S G X PHARMACEUTICALS INC,0
SGY,STONE ENERGY,79444,STONE ENERGY CORP,0
SH,SHOPWELL INC,36484,SHOPWELL INC,0
SH0N,SHARPS,92935,SHARPS COMPLIANCE CORP,0
SH0O,SHORE BANC,88970,SHORE BANCSHARES INC,0
SH0P,SHORE FINANCIAL,85317,SHORE FINANCIAL CORP,0
SH1,SHANDONG HUANENG,80787,SHANDONG HUANENG POWER DEV LTD,0
SHA,SHAPELL IND,52193,SHAPELL INDUSTRIES INC,0
SHA2,SHAW GROUP INC,80032,SHAW GROUP INC,0
SHAK,SHAKE SHACK,15167,SHAKE SHACK INC,0
SHAQ,SCHAAK ELECTR,69076,SCHAAK ELECTRONICS INC,0
SHAS,SHAWMUT CORP,70261,SHAWMUT CORP,0
SHAW,SHAWS SUPERMKTS,10784,SHAWS SUPERMARKETS INC,0
SHB,SCOTTYS INC,49832,SCOTTYS HOME BLDRS SUPPLY,1
SHBZ,CEC ENTERTAIN,75432,C E C ENTERTAINMENT INC,0
SHC,SHAKLEE CORP,59985,SHAKLEE CORP,0
SHC2,SCHULT HOMES COR,11141,SCHULT HOMES CORP,0
SHCI,SALICK HEALTH CA,91679,SALICK HEALTH CARE INC,0
SHCR,SHERIDAN HEALTH,82524,SHERIDAN HEALTHCARE INC,0
SHD,NATL DISCOUNT,75094,NATIONAL DISCOUNT BRKRS GRP INC,0
SHDB,SHERWOOD BRANDS,86037,SHERWOOD BRANDS INC,0
SHE,SHEARSON LEHMAN,75093,SHEARSON LEHMAN BROS HLDGS INC,0
SHED,SMT HEALTH SVCS,77991,S M T HEALTH SERVICES INC,0
SHEF,WALL ST DELI INC,68743,WALL STREET DELI INC,0
SHEL,SHELDAHL CO,70288,SHELDAHL CO,0
SHET,SHENANDOAH TELE,88742,SHENANDOAH TELECOM CO,0
SHFL,SHFL ENTERTAINME,78200,S H F L ENTERTAINMENT INC,0
SHFS,SHF HOLDINGS,21860,SHF HOLDINGS INC,0
SHG,SHELLER-GLOBE,26833,SHELLER GLOBE CORP,0
SHGG,SHINHAN FIN,89854,SHINHAN FINANCIAL GROUP CO LTD,0
SHGO,SHOP & GO INC,70405,SHOP & GO INC,0
SHGR,SUN HEALTHCARE G,12409,SUN HEALTHCARE GROUP INC NEW,0
SHGR,SUN HEALTHCARE,79438,SUN HEALTHCARE GROUP INC,0
SHGR,SABRA HEALTHCARE,90092,SUN HEALTHCARE GROUP INC,1
SHI,SPC,79464,SINOPEC SHANGHAI PETRO CO LTD,1
SHIM,SHIMMICK,24510,SHIMMICK CORP,0
SHJ,BARZEL INDUSTRIE,91946,BARZEL INDUSTRIES INC,0
SHK,SCHICK INC,26016,SCHICK ELECTRIC INC,3
SHLL,SHELLS SEAFOOD,83415,SHELLS SEAFOOD RESTAURANTS INC,0
SHLM,A SCHULMAN US,69199,SCHULMAN A INC,1
SHLO,SHILOH INDS,79307,SHILOH INDUSTRIES INC,0
SHLR,SCHULER HOMES IN,77428,SCHULER HOMES INC,0
SHLS,SHOALS TECH,20347,SHOALS TECHNOLOGIES GROUP INC,0
SHLT,SHL TELEMED,23867,SHL TELEMEDICINE LTD,0
SHLX,SHELL MIDSTREAM,14980,SHELL MIDSTREAM PARTNERS LP,0
SHM,THERIVA BIOLOGIC,92130,THERIVA BIOLOGICS INC,0
SHM,SHEFFIELD PHARM,79124,SHEFFIELD MEDICAL TECHS INC,1
SHMN,SHAMAN PHARMACEU,78839,SHAMAN PHARMACEUTICALS INC,0
SHMR,SHAMIR OPTICAL,90639,SHAMIR OPTICAL INDUSTRY LTD,0
SHNL,SHINER INTL,92553,SHINER INTERNATIONAL INC,0
SHNS,SHONEYS SOUTH IN,70384,SHONEYS SOUTH INC,0
SHO,SUNSTONE HOTEL,90394,SUNSTONE HOTEL INVESTORS INC NEW,0
SHO1,SHOREWOOD PCKGNG,10790,SHOREWOOD PACKAGING CORP,0
SHOC,SHOPPING.COM,90420,SHOPPING COM LTD,0
SHOE,SHOE CITY CORP,10472,SHOE CITY CORP,0
SHOL,SCHOLLING,69164,SCHOLL INC,0
SHON,SHONEYS INC,70376,SHONEYS BIG BOY ENTERPRISES INC,1
SHOO,STEVEN MADDEN,80034,MADDEN STEVEN LTD,1
SHOP,SHOPSMITH INC,70440,SHOPSMITH INC,0
SHOR,SHORETEL INC,92207,SHORETEL INC,0
SHOS,SOUTHN HOSPITA,71539,SOUTHERN HOSPITALITY CORP,0
SHOW,SHOWSCAN ENTMNT,11459,SHOWSCAN CORP,1
SHOZ,SHOE PAVILION,85846,SHOE PAVILLION INC,0
SHP,STOP & SHOP,36986,STOP & SHOP INC,0
SHP1,STOP & SHOP COS,77123,STOP & SHOP COS INC NEW,0
SHP2,SHANGPHARMA CORP,12337,SHANGPHARMA CORP,0
SHPG,SHIRE,85888,SHIRE PLC,0
SHPI,SPECIALIZED HEAL,82525,SPECIALIZED HEALTH PROD INTL INC,2
SHPW,SHAPEWAYS HLDG,19061,SHAPEWAYS HOLDINGS INC,0
SHR,BAYER SCHERING P,88676,SCHERING A G,1
SHR1,SCHERER R P CORP,77075,SCHERER RP CORP,0
SHRE,SAHARA RESORTS,68567,SAHARA RESORTS,0
SHRM,HARMON IND,68102,HARMON INDUSTRIES INC NEW,0
SHRP,SHARPER IMAGE,11278,SHARPER IMAGE CORP,0
SHRT,SHIRT SHED INC,12258,SHIRT SHED INC,0
SHS,SAUER-DANFOSS IN,86034,SAUER INC,1
SHSE,SUMMIT HOLDING,84830,SUMMIT HOLDING SOUTHEAST INC,0
SHU,SHOE TOWN INC,65736,SHOE TOWN INC,0
SHUF,SCHUFF INTERNATI,85210,SCHUFF STEEL CO,1
SHUR,SHURGARD STORAGE,80364,SHURGARD STORAGE CENTERS INC,0
SHV,STD HAVENS,65410,STANDARD HAVENS INC,1
SHVA,SHIVA CORP,81106,SHIVA CORP,0
SHW,SHERWINWILLIAMS,36468,SHERWIN WILLIAMS CO,0
SHX,SHAW INDS INC,54412,SHAW INDUSTRIES INC,0
SI,LIFETIME CP,63351,LIFETIME CORP,0
SI0N,SILVER STATE BAN,92208,SILVER STATE BANCORP,0
SI0O,SILVERADO GOLD M,78365,SILVERADO GOLD MINES LTD,2
SI0P,SIMTEK CORP,76577,SIMTEK CORP,0
SI2,SIEBERT FIN,53373,SIEBERT FINANCIAL CORP,0
SIAG,SIEMENS,88935,SIEMENS A G,0
SIAL,SIGMA ALDRICH,70536,SIGMA ALDRICH CORP,0
SIB,STATEN ISLAND BC,85661,STATEN ISLAND BANCORP INC,0
SIBI,SIBIA NEUROSCIEN,83555,SIBIA NEUROSCIENCES INC,0
SIBN,SI-BONE,18212,SI BONE INC,0
SIC,SELECT INTERIOR,18055,SELECT INTERIOR CONCEPTS INC,0
SIDE,ASSOC MATERIALS,85847,ASSOCIATED MATERIAL INC,1
SIDT,SI DIAMOND TECH,78911,SI DIAMOND TECH INC,2
SIDU,SIDUS SPACE,22602,SIDUS SPACE INC,0
SIE,SIERRA HEALTH SV,67723,SIERRA HEALTH SVCS INC,0
SIEN,SIENTRA,15016,SIENTRA INC,0
SIER,SIERRA ON LINE,12259,SIERRA ON LINE INC,0
SIF,SIFCO INDUSTRIES,49138,SIFCO INDUSTRIES INC,0
SIFI,SI FINANCIAL,90421,S I FINANCIAL GROUP INC MD,0
SIFY,SIFY TECH,87344,SIFY TECHNOLOGIES LTD,0
SIG,SIGCORP INC,24299,SIGCORP INC,0
SIG,VECTREN CORP,51633,VECTREN CORP,0
SIGA,SIGMA CIRCUITS,80660,SIGMA CIRCUITS INC,0
SIGC,SYMONS INTL GP,84258,SYMONS INTERNATIONAL CORP,1
SIGM,SIGMA DESIGNS,10259,SIGMA DESIGNS INC,0
SIGN,PLASTI LINE INC,10214,PLASTI LINE INC,0
SIGR,SUNTERRA CORP,83901,SUNTERRA CORP,0
SIGR,SUNTERRA CORP,90015,SUNTERRA CORP,0
SIH2,KERZNER INTL LTD,80573,KERZNER INTERNATIONAL LTD,0
SIHS,PARAGON TECH,68233,PARAGON TECHNOLOGIES INC,0
SII,SMITH INTL INC,45794,SMITH INTERNATIONAL INC,1
SIII,SONICBLUE INC,79009,SONICBLUE INC,0
SIIX,SIX FLAGS ENTMT,93423,SIX FLAGS ENTERTAINMENT CORP,0
SIL,APEX SILVER MINE,85633,APEX SILVER MINES LTD,0
SILI,SILICONIX INC,70659,SILICONIX INC,0
SILK,SILKNET SOFTWARE,86918,SILKNET SOFTWARE INC,0
SILN,SYMMETRICOM INC,70616,SYMMETRICOM INC,0
SILO,SILO PHARMA,23426,SILO PHARMA INC,0
SIM1,SIMMONS OUTDOOR,79527,SIMMONS OUTDOOR CORP,0
SIM2,SIMEC,79442,GRUPO SIMEC S A DE C V,1
SIMC,LABTEC INC,82744,LABTEC INC,2
SIME,SIMS,92609,SIMS GROUP LTD,0
SIMG,SILICON IMAGE,87345,SILICON IMAGE INC,0
SIMM,SIMMONS AIRLS IN,70763,SIMMONS AIRLINES INC,0
SIMN,SIMON TRANSPORT,82615,SIMON TRANSPORTATION SVCS INC,0
SIMO,SILICON MTN TEC,90744,SILICON MOTION TECHNOLOGY CORP,0
SIMS,MEDCOM USA,81272,MEDCOM U S A INC NEW,0
SIMU,SIMULATIONS PLUS,85040,SIMULATIONS PLUS INC,0
SIMW,SIMWARE INC,82280,SIMWARE INC,0
SINA,SINA,88196,SINA COM,0
SIND,PROLOGIS,80406,PROLOGIS TRUST,0
SINI,SYNTHETIC INDS,84259,SYNTHETIC INDUSTRIES INC,0
SINL,SI INT,89577,S I INTERNATIONAL INC,0
SINN,SINGULARITY,92688,SINGULARITY FUTURE TECH LTD,0
SINT,SYS INTEGRATORS,74070,SYSTEM INTEGRATORS INC,0
SIPX,SIPEX CORP,83416,SIPEX CORP,0
SIR,STRUTHERS IND,73112,STRUTHERS INDUSTRIES INC,0
SIR1,SIRVA,89899,SIRVA INC,0
SIRF,SIRF TECHNOLOGY,90135,SIRF TECHNOLOGY HOLDINGS,0
SIRN,SIRENA APPAREL,80841,SIRENA APPAREL GROUP INC,0
SIRO,SIRONA DENTAL SY,85208,SIRONA DENTAL SYSTEMS INC,0
SIRT,SIRTRIS PHARMA,92055,SIRTRIS PHARMACEUTICALS INC,0
SIRZ,SELECT INCOME RE,13309,SELECT INCOME REIT,0
SIS,SIS BANCORP INC,81273,S I S BANCORP INC,0
SISB,SIS CORP,70819,SIS CORP,0
SISC,STEWART INFO SER,72980,STEWART INFORMATION SVCS CORP,0
SISG,ATTUNITY LTD,78201,ATTUNITY LTD,0
SISI,SI TECH,45744,S I TECHNOLOGIES INC,0
SISK,SISKON GOLD CORP,76986,SISKON GOLD CORP,0
SITE,SPECTRASITE HOLD,87252,SPECTRASITE HOLDINGS INC,0
SITE,SPECTRASITE,89884,SPECTRASITE INC,0
SITI,SLS INTERNATION,90937,S L S INTERNATIONAL INC,0
SITL,SITEL,81747,SITEL CORP,0
SITM,SITIME,19081,SITIME CORP,0
SITO,SITO MOBILE,15644,S I T O MOBILE LTD,0
SITV,SOUTHBROOK INTL,91935,SOUTHBROOK INTERNATIONAL TV PLC,0
SIVB,SVB FINCL GRP,11786,S V B FINANCIAL GROUP,1
SIX,MOTEL 6 L.P.,70869,MOTEL 6 LP,0
SIXR,SIX RIVER NTL BK,85503,SIX RIVERS NATIONAL BANK,0
SIXX,PATRIZIO HOLDING,76441,SIXX HOLDINGS INC,3
SIZ,SIZELER PPTY INV,72661,SIZELER PROPERTY INVESTORS INC,0
SIZL,STEAKHOUSE,85849,STEAKHOUSE PARTNERS INC,2
SIZZ,SIZZLER REST,70835,SIZZLER RESTAURANTS INTL INC,2
SJFC,SOUTH JERSEY FNL,86734,SOUTH JERSEY FINANCIAL CORP INC,0
SJG,ST JOE GOLD CORP,69091,ST JOE GOLD CORP,0
SJH,STELMAR SHIPPING,88938,STELMAR SHIPPING LTD,0
SJI,SOUTH JERSEY IND,26614,SOUTH JERSEY INDS INC,0
SJK,ST JOHN KNITS,79042,ST JOHN KNITS INC,0
SJM,J M SMUCKER,42585,SMUCKER J M CO,1
SJM,"SMUCKER, JM 'A'",77058,SMUCKER J M CO,2
SJNB,SJNB FINCL CORP,91601,S J N B FINANCIAL CORP,0
SJOE,ST JOSEPH CAPITA,89716,ST JOSEPH CAPITAL CORP,2
SJP,ST JOE,76123,ST JOE CORP,0
SJR,SAN JUAN RAC,45954,SAN JUAN RACING ASSN INC,0
SJS,SUNSHINE-JR,57963,SUNSHINE JR STORES INC,0
SJSB,SJS BANCORP INC,81274,S J S BANCORP INC,0
SJT,SAN JUAN BASIN,62391,SAN JUAN BASIN RTY TR,0
SJW,H2O AMERICA,54199,S J W CORP,1
SK,SIKES CORP,52089,SIKES CORP,0
SK,SAFETY KLEEN,65066,SAFETY KLEEN CORP,0
SK1,SIKES CP,52089,SIKES CORP,5
SKAN,SKANEATELES BANC,10309,SKANEATELES BANCORP INC,0
SKB,SMITHKLINE BECK,26390,SMITHKLINE CORP,0
SKBO,SKIBO FINANCIAL,84759,SKIBO FINANCIAL CORP,0
SKDS,SMARTERKIDS.COM,87417,SMARTERKIDS COM INC,0
SKF,PROSHARES:ULS FI,91782,PROSHARES TRUST,1
SKFB,S & K FAMOUS BRA,68065,S & K FAMOUS BRANDS INC,0
SKFR,SKF,91620,S K F AB,1
SKH,GENESIS,92020,GENESIS HEALTHCARE INC,0
SKI,AMERICAN SKIING,85596,AMERICAN SKIING CO,0
SKII,SKI LTD,91636,S K I LTD,0
SKIL,SKILLSOFT CORP,87630,SKILLSOFT CORP,0
SKIP,SKIPPERS INC,70843,SKIPPERS INC,0
SKIS,PEAK RESORTS,15080,PEAK RESORTS INC,0
SKK,SPINNAKER INDUST,83905,SPINNAKER INDUSTRIES INC,2
SKLZ,SKILLZ,19338,SKILLZ INC,0
SKM,SK TELECOM,83604,S K TELECOM CO LTD,0
SKNS,SKOLNIKS,75315,SKOLNIKS INC,0
SKO,SHOPKO STORES IN,77077,SHOPKO STORES INC,0
SKP,SHAKESPEARE CO.,54367,SHAKESPEARE CO,0
SKP1,SCPIE HOLDINGS,84395,S C P I E HOLDINGS INC,0
SKS,SAKS HOLDINGS,83459,SAKS HOLDINGS INC,0
SKT,TANGER,79238,TANGER FACTORY OUTLET CENTERS IN,0
SKTV,IAC,78840,IAC INTERACTIVECORP NEW,1
SKUL,SKULLCANDY,12922,SKULLCANDY INC,0
SKWD,SKYWARD SPECIALT,23679,SKYWARD SPECIALTY INSUR GP INC,0
SKX,SKECHERS USA,86949,SKECHERS U S A INC,0
SKY,CHAMPION HOMES,38850,SKYLINE CORP,1
SKYB,SKYBOX INTL,79870,SKYBOX INTERNATIONAL INC,0
SKYC,MOTIENT CORP,80036,MOTIENT CORP,0
SKYC,TERRESTAR CORP,92099,TERRESTAR CORP,0
SKYE,SKYEPHARMA PLC,86291,SKYEPHARMA PLC,0
SKYG,INTER ENTERTAIN,80365,INTERACTIVE ENTERTAINMENT LTD,3
SKYH,SKY HARBOUR GROU,20338,SKY HARBOUR GROUP CORP,0
SKYL,SKYLINE MULTIMED,80278,SKYLINE MULTIMEDIA ENTMT INC,2
SKYM,SKYMALL,84333,SKYMALL INC,0
SKYS,SKY SOLAR,15082,SKY SOLAR HOLDINGS LTD,0
SKYT,SKYWATER TECH,21096,SKYWATER TECHNOLOGY INC,0
SKYW,SKYWEST,10421,SKYWEST INC,0
SKYX,SKYX PLATFORMS,22797,S Q L TECHNOLOGIES CORP,1
SL,SL INDSTRS INC.,41320,S L INDUSTRIES INC,0
SL04,SLADE'S FERRY BA,85748,SLADES FERRY BANCORP,0
SL1,INVERNESS MED,83830,INVERNESS MEDICAL TECHNOLOGY INC,0
SL1,ALERE INC,89230,ALERE INC,0
SLA,AMERICAN SELECT,79643,AMERICAN SELECT PORTFOLIO INC,0
SLAB,SILICON LABS,87812,SILICON LABORATORIES INC,0
SLAM,SUBURBAN LODGES,83557,SUBURBAN LODGES AMERICA INC,0
SLAN,1ST SENTINEL,77775,FIRST SENTINEL BANCORP INC,1
SLAS,SPACELABS INC,71926,SPACELABS INC,0
SLB,SCHLUMBERGER,14277,SCHLUMBERGER LTD,0
SLC,SOUTHLAND CORP,55351,SOUTHLAND CORP,0
SLC2,SUN LIFE,87666,SUN LIFE FINL SVCS CDA INC,0
SLCA,US SILICA,13253,U S SILICA HOLDINGS INC,0
SLCM,7-ELEVEN INC,77015,7 ELEVEN INC,0
SLCN,TDK CORP,70624,SILICON SYSTEMS INC,1
SLCR,SALEM CARPET MLS,68647,SALEM CARPET MILLS INC,0
SLCT,SELECT SOFTWARE,84123,SELECT SOFTWARE TOOLS LTD,0
SLDB,SOLID BIOSCIENCE,17271,SOLID BIOSCIENCES INC,0
SLE,HILLSHIRE BRANDS,22840,HILLSHIRE BRANDS CO,0
SLEE,STAN LEE,88261,STAN LEE MEDIA INC,0
SLF,DIANA CORP,45516,DIANA CORP,0
SLFC,SHORELINE FINL C,11938,SHORELINE FINANCIAL CORP,0
SLFI,STERLING FINANCI,85749,STERLING FINANCIAL CORP,0
SLFX,HOME PRODUCTS IN,75585,HOME PRODUCTS INTERNATIONAL INC,0
SLG,SL GREEN REALTY,85265,S L GREEN REALTY CORP,0
SLGC,APPOINT TECHNOLO,72478,APPOINT TECHNOLOGIES INC,0
SLGD,SCOTT'S LIQUID,69471,SCOTTS LIQUID GOLD INC,2
SLGG,SUPER LEAGUE,18413,SUPER LEAGUE ENTERPRISE INC,0
SLGL,SOL GEL TECH,17330,SOL GEL TECHNOLOGIES LTD,0
SLGN,SILGAN HLDG,84563,SILGAN HOLDINGS INC,0
SLGX,INTERACT COMM,86919,INTERACT COMM CORP,0
SLH,SOLERA HLDGS,92021,SOLERA HOLDINGS INC,0
SLHC,SOUTHLIFE HLDG C,10526,SOUTHLIFE HOLDING CO,0
SLHI,STRATEGIC HOTELS,90217,STRATEGIC HOTEL CAPITAL INC,0
SLI,STAFFORDCOWDON,58923,STAFFORD LOWDON CO,0
SLM,SLM,66325,S L M CORP,1
SLM1,SALEM MEDIA GRP,87121,SALEM MEDIA GROUP INC,0
SLMC,SELECT MEDICAL,88972,SELECT MEDICAL CORP,0
SLMD,SPACELABS MED IN,77713,SPACELABS MEDICAL INC,0
SLMI,SLM INTL INC,77113,S L M INTERNATIONAL INC,1
SLN,SEA LD CORP,66317,SEA LAND CORP,2
SLNA,SELINA,23445,SELINA HOSPITALITY PLC,0
SLNE,STREAMLINE.COM,86997,STREAMLINE COM,0
SLNK,SPECTRALINK CORP,83418,SPECTRALINK CORP,0
SLOT,ANCHOR GAMING,80153,ANCHOR GAMING,0
SLP,SUN ENERGY PARTN,68697,SUN ENERGY PARTNERS L P,0
SLPH,SULPHCO,90939,SULPHCO INC,0
SLPT,SOLOPOINT INC.,83902,SOLOPOINT INC,0
SLPU,SELECT THERAPY,88900,SELECT THERAPEUTICS INC,0
SLQT,SELECTQUOTE,19357,SELECTQUOTE INC,2
SLRC,SLR INVESTMENT,93267,SOLAR CAPITAL LTD,1
SLRN,ACELYRIN,23874,ACELYRIN INC,0
SLRY,SALARY.COM,91831,SALARY COM INC,0
SLS,INTRICON,41574,INTRICON CORP,0
SLT,SALANT CP,52943,SALANT CORP,0
SLT1,DETERMINE,87814,DETERMINE INC,0
SLTC,SILTEC CORP,70667,SILTEC CORP,0
SLTD,SILICOM,80276,SILICOM LTD,0
SLTG,STERNER LTG SYS,72945,STERNER LIGHTING SYSTEMS INC,0
SLTI,SURGICAL LASER T,75822,SURGICAL LASER TECHS INC,0
SLTL,STERLITE INDUSTR,92146,STERLITE INDUSTRIES INDIA LTD,0
SLTL,STERLITE INDUSTR,14140,SESA GOA LTD,1
SLTM,SELECTERM INC,69957,SELECTERM INC,0
SLTN,SOLECTRON CORP,75857,SOLECTRON CORP,0
SLTT,SUNWORKS,15273,SUNWORKS INC,0
SLU,SIGNALIFE,90774,SIGNALIFE INC,0
SLV,SILVERCREST CORP,60345,SILVERCREST INDUSTRIES INC,0
SLV3,SILVERADO FOODS,80788,SILVERADO FOODS INC,0
SLVM,SYLVAMO,21903,SYLVAMO CORP,0
SLVN,LAUREATE EDU,16591,LAUREATE EDUCATION INC,0
SLVN,LAUREATE EDUCATI,80037,LAUREATE EDUCATION INC,0
SLVN,SYLVAN LEARNING,92209,SYLVAN LEARNING CORP,0
SLVR,SILVER DINER,83311,SILVER DINER DEVELOPMENT INC,0
SLW,WHEATON PRECIOUS,90796,WHEATON PRECIOUS METALS CORP,0
SLXN,SILEXION,25422,SILEXION THERAPEUTICS CORP,0
SLXP,SALIX PHARMA,88811,SALIX PHARMACEUTICALS LTD,0
SLZ,SCHLITZ JOS BREW,45081,SCHLITZ JOS BREWING CO,0
SM,SOUTHMARK CP,54738,SOUTHMARK CORP,2
SM05,SMARTIRE SYSTEMS,86535,SMARTIRE SYSTEMS INC,2
SM08,SMITH-MIDLAND,82745,SMITH MIDLAND CORP,0
SM2,CENTERPULSE,85250,CENTERPULSE LTD,0
SMAC,SUPERMAC TECHNOL,77614,SUPERMAC TECHNOLOGY INC,0
SMAI,SM&A,85755,S M & A,1
SMAM,SYMMETRY MEDICAL,90515,SYMMETRY MEDICAL INC,0
SMAN,STD MGMT CP,78912,STANDARD MANAGEMENT CORP,1
SMAR,SMARTSHEET,17701,SMARTSHEET INC,0
SMAS,SERVICEMASTER CO,71116,SERVICEMASTER CO,0
SMB,SUNBEAM CORP,24037,SUNBEAM CORP IL,0
SMBC,SOUTHERN MO,80478,SOUTHERN MISSOURI BANCORP INC,0
SMBI,SYMBION INC,90033,SYMBION INC DE,0
SMBL,SYMBOL TECH,73940,SYMBOL TECHNOLOGIES INC,0
SMBX,SYMBOLICS INC,92217,SYMBOLICS INC,0
SMC,"SMITH, AO CP",19852,SMITH A O CORP,0
SMC,A O SMITH,65402,SMITH A O CORP,1
SMC2,SMART CHOICE AUT,82568,SMART CHOICE AUTOMOTIVE GRP INC,0
SMCC,SMC CP,81224,S M C CORP,1
SMCH,SVC MERCHANDISE,70077,SERVICE MERCHANDISE INC,0
